algo,world_size,hidden_dim,num_layers,model_label,total_params,grad_size_bytes,grad_size_mib,steps,batch_size,bucket_cap_mb,threads,repeat_id,total_training_time_sec,avg_step_time_ms,parameter_max_diff
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,43,1.136,3.786,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,43,0.948,3.160,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,43,1.191,3.968,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,43,0.964,3.212,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,43,1.234,4.112,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,43,1.577,5.256,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,43,1.693,5.643,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,43,1.316,4.386,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,43,1.595,5.315,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,43,1.406,4.687,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,43,1.658,5.527,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,43,1.490,4.967,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,43,1.599,5.331,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,43,1.509,5.030,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,43,1.546,5.153,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,43,2.304,7.682,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,43,2.711,9.037,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,43,2.474,8.245,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,43,2.897,9.657,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,43,2.634,8.780,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,43,2.889,9.630,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,43,2.778,9.260,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,43,2.860,9.534,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,43,2.705,9.016,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,43,2.805,9.349,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,43,4.672,15.574,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,43,5.239,17.463,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,43,6.147,20.490,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,43,7.153,23.844,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,43,6.053,20.178,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,43,7.088,23.626,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,43,6.741,22.472,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,43,5.959,19.863,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,43,6.724,22.412,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,43,5.736,19.119,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,43,12.238,40.793,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,43,15.647,52.158,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,43,17.248,57.492,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,43,18.660,62.199,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,43,18.140,60.467,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,43,20.395,67.984,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,43,18.641,62.137,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,43,17.998,59.994,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,43,18.968,63.226,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,43,18.076,60.253,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,43,25.939,86.465,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,43,31.587,105.292,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,43,35.523,118.410,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,43,39.328,131.094,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,43,36.697,122.325,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,43,43.385,144.618,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,43,41.332,137.772,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,43,37.960,126.535,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,43,41.425,138.083,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,43,37.301,124.335,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,44,1.231,4.104,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,44,1.286,4.287,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,44,0.781,2.604,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,44,1.031,3.436,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,44,0.776,2.587,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,44,1.016,3.385,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,44,0.816,2.721,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,44,1.021,3.402,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,44,0.803,2.677,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,44,1.024,3.413,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,44,1.271,4.237,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,44,1.441,4.804,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,44,0.919,3.062,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,44,1.154,3.848,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,44,0.891,2.969,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,44,1.202,4.007,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,44,0.973,3.242,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,44,1.232,4.107,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,44,0.952,3.174,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,44,1.166,3.888,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,44,1.526,5.087,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,44,1.737,5.792,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,44,1.372,4.572,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,44,1.648,5.494,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,44,1.321,4.405,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,44,1.574,5.247,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,44,1.526,5.088,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,44,1.564,5.214,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,44,1.446,4.819,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,44,1.525,5.082,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,44,2.286,7.620,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,44,2.725,9.082,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,44,2.541,8.470,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,44,2.838,9.460,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,44,2.510,8.368,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,44,2.947,9.823,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,44,2.764,9.214,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,44,2.824,9.413,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,44,2.712,9.039,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,44,2.816,9.388,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,44,4.343,14.477,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,44,5.146,17.152,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,44,6.184,20.614,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,44,6.849,22.830,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,44,5.637,18.791,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,44,6.984,23.279,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,44,6.624,22.078,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,44,5.829,19.431,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,44,6.532,21.772,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,44,5.646,18.818,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,44,13.059,43.530,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,44,16.882,56.275,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,44,17.076,56.919,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,44,20.979,69.929,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,44,17.678,58.927,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,44,20.718,69.060,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,44,18.423,61.409,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,44,18.008,60.025,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,44,18.848,62.827,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,44,18.155,60.517,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,44,26.248,87.495,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,44,32.910,109.699,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,44,37.835,126.118,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,44,38.816,129.386,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,44,37.680,125.600,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,44,41.020,136.734,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,44,41.558,138.526,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,44,38.827,129.422,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,44,39.273,130.909,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,44,37.641,125.470,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,45,1.225,4.083,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,45,1.223,4.077,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,45,0.794,2.647,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,45,1.025,3.417,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,45,0.760,2.535,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,45,1.049,3.496,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,45,0.820,2.733,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,45,1.072,3.574,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,45,0.814,2.713,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,45,0.990,3.301,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,45,1.272,4.239,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,45,1.384,4.615,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,45,0.942,3.139,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,45,1.214,4.046,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,45,0.903,3.009,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,45,1.181,3.938,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,45,0.968,3.227,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,45,1.211,4.036,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,45,0.980,3.267,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,45,1.200,4.000,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,45,1.474,4.913,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,45,1.696,5.655,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,45,1.436,4.788,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,45,1.596,5.319,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,45,1.360,4.533,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,45,1.688,5.627,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,45,1.502,5.008,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,45,1.554,5.181,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,45,1.466,4.888,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,45,1.543,5.142,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,45,2.265,7.549,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,45,2.719,9.063,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,45,2.489,8.298,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,45,2.894,9.645,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,45,2.543,8.478,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,45,2.729,9.097,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,45,2.775,9.252,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,45,2.936,9.787,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,45,2.735,9.118,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,45,2.804,9.346,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,45,4.558,15.193,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,45,5.256,17.521,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,45,6.168,20.560,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,45,6.955,23.184,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,45,6.024,20.081,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,45,7.148,23.827,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,45,6.709,22.363,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,45,5.986,19.954,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,45,6.681,22.269,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,45,5.893,19.644,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,45,12.524,41.747,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,45,15.821,52.738,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,45,17.597,58.657,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,45,19.797,65.989,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,45,17.495,58.318,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,45,20.772,69.239,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,45,18.311,61.035,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,45,18.502,61.675,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,45,17.850,59.500,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,45,18.788,62.626,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,45,25.612,85.373,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,45,36.293,120.975,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,45,34.540,115.135,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,45,39.133,130.442,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,45,38.157,127.189,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,45,41.335,137.782,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,45,41.099,136.996,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,45,37.914,126.382,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,45,39.644,132.148,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,45,38.847,129.490,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,46,1.136,3.787,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,46,1.225,4.083,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,46,0.770,2.566,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,46,1.002,3.341,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,46,0.777,2.590,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,46,1.073,3.575,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,46,0.830,2.766,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,46,1.036,3.454,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,46,0.792,2.641,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,46,1.008,3.361,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,46,1.325,4.418,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,46,1.410,4.700,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,46,0.940,3.133,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,46,1.152,3.838,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,46,0.951,3.168,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,46,1.172,3.906,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,46,0.973,3.242,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,46,1.221,4.069,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,46,0.981,3.270,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,46,1.239,4.130,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,46,1.517,5.056,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,46,1.665,5.549,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,46,1.363,4.542,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,46,1.689,5.629,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,46,1.352,4.507,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,46,1.671,5.569,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,46,1.432,4.772,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,46,1.569,5.231,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,46,1.529,5.096,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,46,1.532,5.106,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,46,2.222,7.405,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,46,2.877,9.591,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,46,2.520,8.398,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,46,2.857,9.523,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,46,2.604,8.682,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,46,2.902,9.675,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,46,2.777,9.258,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,46,2.742,9.138,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,46,2.691,8.970,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,46,2.840,9.468,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,46,4.417,14.725,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,46,5.269,17.565,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,46,5.927,19.758,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,46,6.988,23.292,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,46,5.787,19.290,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,46,6.784,22.613,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,46,6.822,22.740,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,46,6.005,20.015,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,46,6.443,21.478,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,46,5.804,19.347,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,46,12.661,42.203,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,46,16.969,56.564,0.00000000
